cod_lez,cod_corso_l,cod_tess_ins_lez,tipo_lez,data_lez,durata_lez
33856,03507,26344,Group,26-Apr-2019,1.5
86199,03507,26344,Group,05-Mar-2019,5
51869,03507,26344,Group,30-Aug-2019,2
83906,03507,26344,Group,21-Jan-2019,3
24267,03507,26344,Group,18-Jun-2019,1.5
26854,03507,26344,Group,03-Sep-2019,1.5
95558,03507,26344,Single,16-Jul-2019,2
66107,03507,26344,Single,11-Jul-2019,5
66005,03507,26344,Group,29-Jun-2019,5
91213,03507,26344,Group,08-Jul-2019,3
18612,03507,26344,Group,08-Mar-2019,1.5
25416,03507,26344,Single,18-May-2019,1.5
95903,03507,26344,Single,28-Sep-2019,3
56587,03507,26344,Single,31-Mar-2019,2
44586,03507,26344,Single,16-Oct-2019,5
21072,03507,26344,Group,06-May-2019,5
17754,03507,26344,Single,06-Jul-2019,5
82772,03507,26344,Group,17-Aug-2019,3
77557,03507,26344,Group,11-Aug-2019,2
34498,03507,26344,Group,01-Mar-2019,1.5
13530,03507,26344,Single,05-Apr-2019,2
15426,03507,26344,Single,08-May-2019,5
13313,03507,26344,Group,02-Apr-2019,3
91714,03507,26344,Group,03-Jul-2019,2
16810,03507,26344,Group,10-Apr-2019,1.5
79948,03507,26344,Group,29-Jul-2019,1.5
06962,03507,26344,Single,25-Jan-2019,1.5
48274,03507,26344,Group,18-Apr-2019,1.5
96621,03507,26344,Group,04-May-2019,2
88463,03507,26344,Single,17-Aug-2019,3
51129,03507,26344,Single,09-Feb-2019,5
94190,03507,26344,Single,01-Aug-2019,5
42714,03507,26344,Group,22-May-2019,3
64036,03507,26344,Single,24-Apr-2019,5
54903,03507,26344,Group,26-Jun-2019,2
22689,03507,26344,Group,15-Feb-2019,2
77795,03507,26344,Group,03-Jun-2019,2
15798,03507,26344,Group,03-Aug-2019,3
64431,03507,26344,Single,20-Feb-2019,5
92502,03507,26344,Group,18-Jun-2019,5
66663,03507,26344,Single,16-Apr-2019,5
38423,03507,26344,Group,18-Apr-2019,5
52501,03507,26344,Single,03-Apr-2019,5
85753,03507,26344,Single,10-Jun-2019,1.5
76294,03507,26344,Group,16-Mar-2019,3
88278,03507,26344,Single,05-Mar-2019,5
22087,03507,26344,Group,24-Jul-2019,5
04903,03507,26344,Group,09-Sep-2019,1.5
50015,03507,26344,Group,05-Jul-2019,1.5
01102,03507,26344,Single,10-Aug-2019,2
17066,03507,26344,Single,28-Jul-2019,2
30136,03507,26344,Single,07-Oct-2019,1.5
82545,03507,26344,Single,10-Mar-2019,1.5
46514,03507,26344,Single,03-Jul-2019,1.5
83917,03507,26344,Single,20-Mar-2019,2
27504,03507,26344,Single,15-Mar-2019,2
36383,03507,26344,Single,19-Aug-2019,1.5
78005,03507,26344,Group,26-Mar-2019,5
43377,03507,26344,Group,26-Jun-2019,2
85558,03507,26344,Single,04-Jul-2019,5
03165,03507,26344,Group,04-Oct-2019,3
28933,03507,26344,Single,25-May-2019,5
61475,03507,26344,Group,25-Apr-2019,2
88917,03507,26344,Single,20-Sep-2019,2
98588,03507,26344,Group,12-Apr-2019,3
04645,03507,26344,Group,12-Jun-2019,1.5
74821,03507,26344,Group,07-May-2019,2
15753,03507,26344,Group,12-Feb-2019,3
90518,03507,26344,Group,05-Aug-2019,1.5
82178,03507,26344,Group,22-Apr-2019,2
61948,03507,26344,Single,31-Jul-2019,3
09148,03507,26344,Group,03-Oct-2019,2
77877,03507,26344,Group,25-Mar-2019,5
72107,03507,26344,Single,23-Sep-2019,5
68393,03507,26344,Single,01-May-2019,3
06472,03507,26344,Single,26-May-2019,5
05388,03507,26344,Group,22-Jun-2019,1.5
32998,03507,26344,Group,14-Jun-2019,2
13510,03507,26344,Group,13-Sep-2019,5
17617,03507,26344,Group,30-Mar-2019,3
36956,03507,26344,Group,17-Jul-2019,5
59158,03507,26344,Single,03-Jul-2019,1.5
47947,03507,26344,Group,03-Oct-2019,1.5
89948,03507,26344,Group,26-Apr-2019,1.5
90210,03507,26344,Group,11-Feb-2019,3
78060,03507,26344,Group,13-Jun-2019,2
90045,03507,26344,Single,20-Mar-2019,1.5
77463,03507,26344,Single,05-Oct-2019,1.5
40780,03507,26344,Group,12-Feb-2019,3
43652,03507,26344,Group,13-Feb-2019,5
72577,03507,26344,Group,16-May-2019,3
50988,03507,26344,Group,07-Feb-2019,2
92086,03507,26344,Group,05-May-2019,5
50035,03507,26344,Group,02-Feb-2019,5
40874,03507,26344,Group,07-Jun-2019,5
19505,03507,26344,Single,15-May-2019,2
72545,03507,26344,Group,15-Apr-2019,3
23681,03507,26344,Single,30-May-2019,2
68312,03507,26344,Single,10-Oct-2019,5
40410,03507,26344,Single,02-Sep-2019,1.5
