cod_lez,cod_corso_l,cod_tess_ins_lez,tipo_lez,data_lez,durata_lez
70834,72742,45514,Group,12-Jul-2019,2
93010,72742,45514,Single,28-Jan-2019,2
89196,72742,45514,Single,30-Apr-2019,1.5
48085,72742,45514,Single,07-Feb-2019,2
05093,72742,45514,Single,07-Sep-2019,1.5
28018,72742,45514,Group,28-Mar-2019,5
29321,72742,45514,Single,31-Jul-2019,2
81997,72742,45514,Single,19-Aug-2019,3
58080,72742,45514,Group,30-Jun-2019,2
31951,72742,45514,Single,08-Jun-2019,2
85880,72742,45514,Single,13-May-2019,5
56235,72742,45514,Group,30-Mar-2019,5
35388,72742,45514,Single,17-May-2019,5
56329,72742,45514,Group,15-Sep-2019,5
24570,72742,45514,Single,22-Jun-2019,2
30018,72742,45514,Group,29-Jan-2019,1.5
59609,72742,45514,Group,14-Feb-2019,3
87336,72742,45514,Group,05-Jul-2019,5
19530,72742,45514,Single,04-May-2019,2
53499,72742,45514,Group,20-Jul-2019,1.5
18443,72742,45514,Single,03-Jun-2019,3
94902,72742,45514,Single,15-Jun-2019,2
78639,72742,45514,Single,15-Feb-2019,1.5
15677,72742,45514,Group,30-Aug-2019,1.5
91893,72742,45514,Group,18-Apr-2019,3
39469,72742,45514,Single,19-Jun-2019,3
01392,72742,45514,Single,13-Aug-2019,3
27606,72742,45514,Single,20-Feb-2019,5
50711,72742,45514,Group,04-Aug-2019,5
70061,72742,45514,Single,19-Sep-2019,2
64746,72742,45514,Group,09-Feb-2019,5
16539,72742,45514,Group,01-Sep-2019,2
80280,72742,45514,Single,11-Aug-2019,2
96874,72742,45514,Single,29-Mar-2019,5
05322,72742,45514,Single,08-Aug-2019,3
61682,72742,45514,Group,04-Apr-2019,5
35049,72742,45514,Single,25-Jul-2019,3
47546,72742,45514,Single,29-May-2019,1.5
60503,72742,45514,Single,14-Jan-2019,3
67916,72742,45514,Single,18-Aug-2019,1.5
87866,72742,45514,Group,19-Sep-2019,1.5
37928,72742,45514,Group,20-Jul-2019,1.5
52607,72742,45514,Group,02-Mar-2019,5
49184,72742,45514,Single,28-Jul-2019,1.5
71200,72742,45514,Single,14-Jan-2019,3
33793,72742,45514,Group,09-Jun-2019,5
51318,72742,45514,Single,28-Apr-2019,2
59565,72742,45514,Single,10-Jul-2019,2
33377,72742,45514,Group,27-Jun-2019,3
01114,72742,45514,Group,18-Jul-2019,2
64191,72742,45514,Group,07-Apr-2019,2
71721,72742,45514,Single,26-Jan-2019,5
64365,72742,45514,Single,29-Jul-2019,3
72907,72742,45514,Group,13-Jul-2019,3
00423,72742,45514,Group,16-Aug-2019,1.5
56171,72742,45514,Group,29-May-2019,5
90984,72742,45514,Single,11-Jun-2019,1.5
46796,72742,45514,Group,06-May-2019,1.5
05990,72742,45514,Group,18-Sep-2019,2
37652,72742,45514,Single,24-Mar-2019,5
84544,72742,45514,Single,16-May-2019,3
72135,72742,45514,Single,15-Jan-2019,5
76187,72742,45514,Single,13-Sep-2019,2
20931,72742,45514,Group,16-Jan-2019,1.5
34906,72742,45514,Group,21-Jan-2019,2
54266,72742,45514,Single,13-Sep-2019,3
33173,72742,45514,Single,11-May-2019,5
19550,72742,45514,Group,21-Sep-2019,1.5
52402,72742,45514,Single,06-Feb-2019,3
50465,72742,45514,Single,19-Sep-2019,3
14318,72742,45514,Single,20-May-2019,2
47781,72742,45514,Single,01-Sep-2019,1.5
78883,72742,45514,Single,28-Jan-2019,3
77452,72742,45514,Single,17-Apr-2019,5
14335,72742,45514,Group,07-Jul-2019,5
06693,72742,45514,Single,13-Jun-2019,1.5
76625,72742,45514,Group,24-May-2019,1.5
41301,72742,45514,Group,17-Sep-2019,1.5
67589,72742,45514,Single,25-Mar-2019,1.5
81902,72742,45514,Single,13-Mar-2019,2
18647,72742,45514,Group,03-Aug-2019,5
31712,72742,45514,Group,20-Mar-2019,5
95731,72742,45514,Single,29-Aug-2019,1.5
60576,72742,45514,Group,17-Jun-2019,1.5
74979,72742,45514,Single,21-Feb-2019,3
43826,72742,45514,Group,24-Jun-2019,1.5
76327,72742,45514,Group,26-Aug-2019,2
00858,72742,45514,Group,23-Feb-2019,5
07094,72742,45514,Single,21-Mar-2019,1.5
21985,72742,45514,Group,01-Jul-2019,2
02581,72742,45514,Group,19-Jan-2019,1.5
94057,72742,45514,Single,21-Jul-2019,2
90974,72742,45514,Single,16-Aug-2019,1.5
35639,72742,45514,Group,26-Mar-2019,3
46380,72742,45514,Single,29-Jan-2019,1.5
01431,72742,45514,Group,12-Feb-2019,2
35760,72742,45514,Group,02-Apr-2019,2
85726,72742,45514,Single,12-Jul-2019,2
41048,72742,45514,Single,22-May-2019,3
78905,72742,45514,Single,27-Mar-2019,5
