cod_lez,cod_corso_l,cod_tess_ins_lez,tipo_lez,data_lez,durata_lez
83717,02441,61377,Group,20-Mar-2019,3
97254,02441,61377,Single,04-May-2019,1.5
17492,02441,61377,Single,09-Sep-2019,1.5
61213,02441,61377,Single,29-Jul-2019,2
46162,02441,61377,Single,07-Jul-2019,3
33591,02441,61377,Single,25-Feb-2019,2
71029,02441,61377,Single,18-Jul-2019,5
94208,02441,61377,Single,24-Mar-2019,3
66914,02441,61377,Single,12-Jul-2019,1.5
10532,02441,61377,Group,03-Feb-2019,3
38231,02441,61377,Single,22-May-2019,3
48175,02441,61377,Group,31-Mar-2019,2
59395,02441,61377,Single,16-Apr-2019,3
02754,02441,61377,Group,03-May-2019,5
57334,02441,61377,Group,25-Aug-2019,1.5
89288,02441,61377,Group,11-Jul-2019,1.5
09549,02441,61377,Single,01-Mar-2019,2
61148,02441,61377,Group,25-Jun-2019,1.5
23794,02441,61377,Single,12-Jul-2019,1.5
19746,02441,61377,Single,15-Apr-2019,2
24196,02441,61377,Single,13-Jun-2019,1.5
87008,02441,61377,Single,23-Mar-2019,3
20980,02441,61377,Single,26-Jul-2019,2
39375,02441,61377,Group,16-Jan-2019,1.5
88586,02441,61377,Group,03-Oct-2019,5
78324,02441,61377,Single,21-Sep-2019,1.5
11613,02441,61377,Group,05-Feb-2019,5
38199,02441,61377,Single,02-May-2019,2
31978,02441,61377,Single,05-Mar-2019,5
10798,02441,61377,Single,05-Apr-2019,5
17763,02441,61377,Single,25-Apr-2019,5
58287,02441,61377,Single,04-Oct-2019,3
86599,02441,61377,Single,14-Jun-2019,2
50883,02441,61377,Single,07-Sep-2019,5
34005,02441,61377,Group,19-Jan-2019,5
96670,02441,61377,Group,10-Aug-2019,3
10447,02441,61377,Single,28-Sep-2019,1.5
26006,02441,61377,Group,14-Feb-2019,2
98278,02441,61377,Single,27-Feb-2019,2
66938,02441,61377,Group,18-Apr-2019,5
74492,02441,61377,Single,27-Mar-2019,1.5
69897,02441,61377,Group,16-Sep-2019,3
45257,02441,61377,Single,22-Jul-2019,2
62236,02441,61377,Group,19-Sep-2019,5
46564,02441,61377,Group,03-Apr-2019,1.5
26678,02441,61377,Single,09-Jun-2019,1.5
33526,02441,61377,Single,08-May-2019,1.5
70398,02441,61377,Group,07-Oct-2019,3
15039,02441,61377,Group,24-Jul-2019,2
58384,02441,61377,Group,17-Jun-2019,5
18798,02441,61377,Single,13-Jun-2019,2
69816,02441,61377,Single,05-Jun-2019,1.5
20990,02441,61377,Group,23-Mar-2019,5
26453,02441,61377,Group,08-Jun-2019,2
32368,02441,61377,Group,23-Feb-2019,1.5
29812,02441,61377,Group,25-Jun-2019,1.5
84989,02441,61377,Group,06-Jul-2019,2
35642,02441,61377,Group,13-Sep-2019,1.5
47311,02441,61377,Group,12-Feb-2019,1.5
93628,02441,61377,Group,29-Jun-2019,1.5
31576,02441,61377,Single,05-Jun-2019,5
88958,02441,61377,Group,05-Jun-2019,3
56259,02441,61377,Single,12-Jul-2019,2
26557,02441,61377,Group,15-Sep-2019,3
17766,02441,61377,Group,05-May-2019,5
39513,02441,61377,Single,16-Aug-2019,1.5
46536,02441,61377,Group,24-Jul-2019,2
14678,02441,61377,Group,20-Jul-2019,2
33807,02441,61377,Single,11-Jul-2019,2
05914,02441,61377,Group,20-Jul-2019,3
01130,02441,61377,Group,21-Jun-2019,2
59824,02441,61377,Group,18-May-2019,3
46347,02441,61377,Group,01-Mar-2019,2
59489,02441,61377,Single,15-Jun-2019,3
24866,02441,61377,Group,25-Mar-2019,3
15869,02441,61377,Single,02-Mar-2019,2
29518,02441,61377,Group,30-Mar-2019,1.5
46679,02441,61377,Group,19-Jan-2019,5
65065,02441,61377,Group,25-Mar-2019,1.5
62456,02441,61377,Group,30-Jun-2019,5
87536,02441,61377,Group,27-Jul-2019,2
66208,02441,61377,Single,23-Sep-2019,2
74057,02441,61377,Single,11-Jul-2019,3
72841,02441,61377,Single,24-May-2019,2
00274,02441,61377,Group,14-Aug-2019,2
61805,02441,61377,Single,26-Jun-2019,3
79148,02441,61377,Group,06-Mar-2019,5
01440,02441,61377,Single,03-May-2019,1.5
52888,02441,61377,Single,19-Jan-2019,3
94489,02441,61377,Single,17-Mar-2019,1.5
41145,02441,61377,Single,18-May-2019,3
93981,02441,61377,Group,14-Jun-2019,1.5
90816,02441,61377,Group,01-Mar-2019,1.5
97460,02441,61377,Single,23-Jan-2019,3
49313,02441,61377,Group,10-Oct-2019,3
06290,02441,61377,Single,18-Jun-2019,2
72708,02441,61377,Single,09-Aug-2019,5
69484,02441,61377,Single,15-Aug-2019,1.5
02684,02441,61377,Group,09-Jun-2019,2
23020,02441,61377,Group,27-Jul-2019,3
