cod_lez,cod_corso_l,cod_tess_ins_lez,tipo_lez,data_lez,durata_lez
11762,77304,93796,Group,30-Apr-2019,1.5
78942,77304,93796,Group,25-Feb-2019,5
60430,77304,93796,Single,12-Apr-2019,2
24061,77304,93796,Group,22-Jan-2019,2
57418,77304,93796,Single,17-Jan-2019,3
86796,77304,93796,Single,26-Jan-2019,3
22984,77304,93796,Single,02-Sep-2019,1.5
98980,77304,93796,Single,26-Jan-2019,2
54408,77304,93796,Single,09-Aug-2019,3
88168,77304,93796,Single,14-Mar-2019,3
00441,77304,93796,Single,02-May-2019,1.5
61432,77304,93796,Group,16-Apr-2019,3
15257,77304,93796,Single,25-Jun-2019,2
71282,77304,93796,Single,31-May-2019,1.5
42459,77304,93796,Single,15-Apr-2019,1.5
53962,77304,93796,Single,09-Sep-2019,2
96780,77304,93796,Group,10-Jul-2019,1.5
07959,77304,93796,Single,01-Jun-2019,2
79268,77304,93796,Group,29-Jul-2019,1.5
42140,77304,93796,Single,15-Jul-2019,5
26777,77304,93796,Group,17-Sep-2019,3
22148,77304,93796,Single,13-May-2019,1.5
44284,77304,93796,Group,17-Jun-2019,2
22577,77304,93796,Single,23-Apr-2019,3
41646,77304,93796,Group,11-Feb-2019,1.5
41634,77304,93796,Single,26-Mar-2019,3
99945,77304,93796,Group,05-Sep-2019,5
22571,77304,93796,Single,22-Jan-2019,3
21931,77304,93796,Group,22-Jul-2019,5
12768,77304,93796,Group,21-Jul-2019,5
60677,77304,93796,Group,23-May-2019,3
50943,77304,93796,Group,29-Mar-2019,5
83973,77304,93796,Single,24-Sep-2019,5
56970,77304,93796,Group,04-Aug-2019,1.5
33072,77304,93796,Group,03-Jun-2019,2
40230,77304,93796,Single,28-Jun-2019,1.5
35606,77304,93796,Group,01-May-2019,2
09753,77304,93796,Single,11-Mar-2019,5
52303,77304,93796,Single,18-Jun-2019,5
71939,77304,93796,Single,21-Apr-2019,5
91544,77304,93796,Single,30-May-2019,2
88195,77304,93796,Single,29-Jun-2019,1.5
29703,77304,93796,Single,28-Feb-2019,1.5
66836,77304,93796,Group,14-Mar-2019,2
69853,77304,93796,Single,08-May-2019,5
84067,77304,93796,Single,30-Sep-2019,3
58155,77304,93796,Group,28-Jun-2019,1.5
82561,77304,93796,Group,17-Jun-2019,3
69723,77304,93796,Group,05-Sep-2019,5
56551,77304,93796,Group,30-Jul-2019,1.5
43379,77304,93796,Single,03-May-2019,5
10480,77304,93796,Single,19-Jan-2019,1.5
78952,77304,93796,Group,10-Oct-2019,2
30402,77304,93796,Single,24-Mar-2019,1.5
87985,77304,93796,Single,22-Sep-2019,2
87057,77304,93796,Group,12-May-2019,2
71681,77304,93796,Group,24-Jan-2019,2
16441,77304,93796,Single,13-May-2019,2
79992,77304,93796,Single,02-Apr-2019,3
46676,77304,93796,Single,15-Feb-2019,5
22401,77304,93796,Group,14-Aug-2019,5
58896,77304,93796,Single,06-Apr-2019,5
47362,77304,93796,Group,22-Mar-2019,1.5
99080,77304,93796,Single,08-Mar-2019,2
08447,77304,93796,Group,31-Jan-2019,5
32152,77304,93796,Group,19-Mar-2019,5
33181,77304,93796,Group,18-Jun-2019,2
68271,77304,93796,Single,02-Aug-2019,5
80838,77304,93796,Single,01-Aug-2019,2
73519,77304,93796,Single,16-Sep-2019,2
55742,77304,93796,Group,13-Jul-2019,1.5
48224,77304,93796,Group,28-Sep-2019,1.5
68621,77304,93796,Group,08-Apr-2019,1.5
30613,77304,93796,Single,31-Aug-2019,2
56699,77304,93796,Single,11-Aug-2019,1.5
32242,77304,93796,Group,25-Jul-2019,1.5
74709,77304,93796,Group,09-Oct-2019,2
29580,77304,93796,Group,26-Feb-2019,2
93196,77304,93796,Group,20-May-2019,5
58230,77304,93796,Single,18-Sep-2019,5
47198,77304,93796,Group,16-Jun-2019,5
91384,77304,93796,Single,05-Sep-2019,5
27414,77304,93796,Single,09-Oct-2019,1.5
92853,77304,93796,Group,22-Apr-2019,1.5
06264,77304,93796,Single,04-Oct-2019,3
59156,77304,93796,Single,10-Oct-2019,1.5
70191,77304,93796,Group,18-Jul-2019,1.5
40482,77304,93796,Single,20-Jun-2019,3
10468,77304,93796,Group,19-Jun-2019,1.5
14266,77304,93796,Single,15-Jun-2019,3
15575,77304,93796,Group,13-Oct-2019,2
94158,77304,93796,Single,14-Sep-2019,5
78641,77304,93796,Single,29-Mar-2019,2
66505,77304,93796,Single,27-Feb-2019,3
56245,77304,93796,Group,14-Aug-2019,3
00124,77304,93796,Group,16-Jun-2019,5
55607,77304,93796,Single,24-Mar-2019,1.5
14640,77304,93796,Single,26-Sep-2019,2
41206,77304,93796,Single,21-Jan-2019,5
89509,77304,93796,Group,13-Jul-2019,2
